LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl5",Parameter = "Curve Number ID",Record # = "4691",A blank was encountered on the first event of a new management schedule with an operation date of "03/10/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl6",Parameter = "Curve Number ID",Record # = "4705",A blank was encountered on the first event of a new management schedule with an operation date of "11/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl7",Parameter = "Curve Number ID",Record # = "4718",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl8",Parameter = "Curve Number ID",Record # = "4727",A blank was encountered on the first event of a new management schedule with an operation date of "10/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl9",Parameter = "Curve Number ID",Record # = "4737",A blank was encountered on the first event of a new management schedule with an operation date of "03/10/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "vegetabl10",Parameter = "Curve Number ID",Record # = "4750",A blank was encountered on the first event of a new management schedule with an operation date of "03/10/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "default2",Parameter = "Curve Number ID",Record # = "4764",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_21",Parameter = "Curve Number ID",Record # = "4765",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_22",Parameter = "Curve Number ID",Record # = "4772",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_23",Parameter = "Curve Number ID",Record # = "4777",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_31",Parameter = "Curve Number ID",Record # = "4784",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_32",Parameter = "Curve Number ID",Record # = "4793",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_33",Parameter = "Curve Number ID",Record # = "4800",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_41",Parameter = "Curve Number ID",Record # = "4809",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_42",Parameter = "Curve Number ID",Record # = "4820",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_43",Parameter = "Curve Number ID",Record # = "4829",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_51",Parameter = "Curve Number ID",Record # = "4840",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_52",Parameter = "Curve Number ID",Record # = "4853",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_53",Parameter = "Curve Number ID",Record # = "4864",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_24",Parameter = "Curve Number ID",Record # = "4877",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_25",Parameter = "Curve Number ID",Record # = "4888",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_34",Parameter = "Curve Number ID",Record # = "4894",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_35",Parameter = "Curve Number ID",Record # = "4909",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_36",Parameter = "Curve Number ID",Record # = "4922",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_37",Parameter = "Curve Number ID",Record # = "4931",A blank was encountered on the first event of a new management schedule with an operation date of "09/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_38",Parameter = "Curve Number ID",Record # = "4941",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_44",Parameter = "Curve Number ID",Record # = "4951",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_45",Parameter = "Curve Number ID",Record # = "4967",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_46",Parameter = "Curve Number ID",Record # = "4986",A blank was encountered on the first event of a new management schedule with an operation date of "09/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_47",Parameter = "Curve Number ID",Record # = "4999",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_54",Parameter = "Curve Number ID",Record # = "5008",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_55",Parameter = "Curve Number ID",Record # = "5027",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_56",Parameter = "Curve Number ID",Record # = "5040",A blank was encountered on the first event of a new management schedule with an operation date of "09/20/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_57",Parameter = "Curve Number ID",Record # = "5056",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_61",Parameter = "Curve Number ID",Record # = "5074",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
